"V1" "V2"
"1" 5.60091648544222 1.59970466363379
"2" 5.37331783857503 2.20524853833466
"3" 5.7766356789921 2.84435845799863
"4" 5.78842973499317 3.61396724168711
"5" 5.2404461394436 4.2795843240974
"6" 4.50171656024023 4.76786683999503
"7" 3.67776944912647 4.98491504313162
"8" 2.94369378324738 4.97208285053288
"9" 2.52915563202019 5.17361097890178
"10" 2.05183399753971 5.5443585721643
"11" 1.39165833855189 5.57344129848472
"12" 0.724130185074169 4.99023234200862
"13" 0.20766650734704 4.65094541310231
"14" -0.451025376137041 4.33671580533952
"15" -0.99774549145838 4.48013579322614
"16" -1.68362213374699 4.24798999347763
"17" -1.96087364060048 4.55362291922426
"18" -2.63036560131382 4.18417954350375
"19" -2.88068824427896 3.82290603215883
"20" -3.30979835597502 3.6358530870843
"21" -3.66936029389979 3.94714126636298
"22" -4.52767234362371 3.96584127098769
"23" -5.02673812124038 3.17449546310331
"24" -4.77339269472758 2.70775941064993
"25" -5.09810780403412 2.2221844361848
"26" -5.61986941349701 1.78914440051345
"27" -5.99455785254486 1.33513670669499
"28" -6.67354082495862 0.926817775254414
"29" -6.84894220985236 0.188260801313221
"30" -7.07982399573993 -0.260064777518119
"31" -7.76149374595625 -0.741735784015442
"32" -8.15443757465713 -1.42813902948061
"33" -8.26230670351946 -2.18340914764583
"34" -8.10765020122096 -2.72743319972382
"35" -8.62142779848901 -3.12271007795943
"36" -8.35899324411516 -3.9764506650824
"37" -7.39479796196981 -3.70987671879831
"38" -7.02550835020719 -3.10618679944763
"39" -7.08631781408632 -2.69138604981593
"40" -6.52663487188549 -2.41291626184681
"41" -5.86783361952967 -2.29301166339502
"42" -5.53461224473648 -2.48249327927383
"43" -5.52832479134283 -2.94133874203597
"44" -5.51647615242828 -3.62570859495448
"45" -5.24489143941788 -4.19914839008345
"46" -4.89715829826813 -4.55074254784923
"47" -4.55512856640906 -5.1729330215365
"48" -3.91739307835158 -5.61625638905665
"49" -3.16975610571314 -5.37281465463351
"50" -2.5674176582312 -5.14307627150917
"51" -2.11226968246633 -5.01638705280233
"52" -1.45437599269103 -5.30837218299859
"53" -0.751935960969533 -4.90095930579939
"54" -0.222669225771714 -4.40162597438722
"55" 0.197015879325583 -3.70464802025565
"56" 0.0667057744249792 -3.18133972208123
"57" 0.652570811661554 -2.87323440013198
"58" 0.873965859097599 -3.2580660853912
"59" 1.43064100834998 -4.02404783618516
"60" 2.1702237488096 -4.26101738886156
"61" 2.46568732463256 -5.0474734324999
"62" 2.94426685796464 -5.75851300430113
"63" 3.74846531590988 -5.32892635705371
"64" 3.54231820295841 -4.70525630627576
"65" 3.76906883800135 -4.20670321219963
"66" 4.15655077081713 -3.69025624245006
"67" 4.57051403070011 -2.92728455501545
"68" 4.99981936175848 -3.01078145948791
"69" 5.9233167281326 -3.14612210214252
"70" 6.49336272723358 -2.80150735057549
"71" 6.77004450734549 -2.89212092576739
"72" 7.22083087327653 -3.53823785651565
"73" 7.90324496454215 -2.94828302257501
"74" 7.76035214271588 -2.15792500799447
"75" 7.8682115984298 -1.52220562689162
"76" 8.6518022910349 -1.78232163772151
"77" 9.05054683584949 -0.999012932642728
"78" 8.7739690308066 -0.507139043927533
"79" 9.03985816207254 0.106480327198185
"80" 8.89130852535927 1.05733799295404
"81" 7.99028750158227 1.08054584481286
"82" 7.61783805006664 0.614156191950401
"83" 7.20280451290809 0.594710999323799
"84" 6.76255749350759 0.966342232527726
"85" 6.36056721704942 1.46001420774209
